Player,Nation,Team,Position,Age,Matches played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,Expected Goals,Expedted Assist Goals,Progressive Carries in Progression,Progressive Passes in Progression,Progressive Passes Received in Progression,Goals Scored per 90 minutes,Assists per 90 minutes,Expected Goals per 90 minutes,Expected Assists Goals per 90 minutes,Goals Against per 90 minutes,Save Percentage,Clean Sheets Percentage,Penalty Save Percentage,Percentage of shots that are on target,Shots on target per 90 minutes,Goals per shot,Average Shot Distance,Passes Completed,Pass Completion Percentage,Total Passing Distance,Passes Completion Percentage (Short),Passes Completion Percentage (Medium),Passes Completion Percentage (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes in Expected,Shot-Creating Actions,Shot-Creating Actions per 90 minutes,Goal-Creating Actions,Goal-Creating Actions per 90 minutes,Tackles,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocks,Shots Blocked,Passes Blocked,Interceptions,Touches,Touches(Defensive Penalty Area),Touches(Defensive Third),Touches(Mid Third),Touches(Attacking Third),Touches(Attacking Penalty Area),Take-Ons Attempted(Take-Ons),Percentage of Take-Ons Completed Successfully,Tackled During Take-Ons Percentage,Carries,Progressive Carrying Distance,Progressive Carries in Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received in Receiving,Fouls Committed,Fouls Drawn,Offsides,Crosses,Ball Recoveries,Aerials Won,Aerials Lost,Aerials Won Percentage
Nathan Aké,NED,Manchester City,DF,30-073,10,8,678,0,0,0,0,0.2,0.0,12,50,2,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,10.0,509,93.9,8321,98.0,97.1,58.8,1,42,1,0,50,8,1.06,0,0.00,9,7,6,2,7,2,5,3,596,51,205,331,61,5,1,100.0,0.0,403,1501,12,12,1,4,3,449,2,2,0,0,1,24,13,10,56.5
Nathan Broadhead,WAL,Ipswich Town,"MF,FW",27-027,16,6,605,1,0,1,0,1.5,0.6,17,12,27,0.15,0.00,0.22,0.10,N/a,N/a,N/a,N/a,60.0,0.89,0.10,15.4,149,76.0,2132,87.5,79.7,25.0,6,10,4,0,12,19,2.83,2,0.30,7,3,9,6,6,1,5,4,276,7,38,139,109,19,32,50.0,43.8,152,502,17,14,4,18,11,191,27,4,13,2,9,30,1,9,10.0
Nathan Collins,IRL,Brentford,DF,24-002,34,34,"3,060",2,3,5,0,2.5,2.0,28,113,18,0.06,0.09,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.18,0.12,10.8,1535,85.8,29284,87.9,92.4,59.7,10,98,7,2,113,30,0.88,8,0.24,36,21,31,10,69,49,20,31,2197,355,1151,895,161,65,12,50.0,41.7,1146,3686,28,10,0,17,8,1328,18,24,25,6,7,148,109,59,64.9
Nathan Patterson,SCO,Everton,DF,23-198,9,2,266,0,0,0,0,0.1,0.3,5,9,10,0.00,0.00,0.02,0.12,N/a,N/a,N/a,N/a,0.0,0.00,0.00,16.8,96,74.4,1635,94.2,66.7,47.1,2,7,4,2,9,7,2.37,0,0.00,8,4,11,6,2,0,2,1,159,11,46,63,52,4,8,87.5,0.0,60,140,5,2,2,4,2,81,10,4,1,0,8,9,1,5,16.7
Nathan Wood-Gordon,ENG,Southampton,DF,22-336,9,7,624,0,0,2,0,0.2,0.0,2,17,0,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,5.9,363,92.8,6144,94.4,96.4,69.6,1,11,0,0,17,3,0.43,0,0.00,10,7,8,3,8,5,3,4,457,54,219,212,27,2,5,60.0,20.0,253,454,2,6,0,4,1,339,0,8,4,0,3,20,11,7,61.1
Nathaniel Clyne,ENG,Crystal Palace,"DF,MF",34-027,13,5,483,0,0,1,0,0.0,0.3,6,7,8,0.00,0.00,0.00,0.06,N/a,N/a,N/a,N/a,0.0,0.00,0.00,31.4,171,76.0,3113,80.9,88.4,46.7,3,16,2,1,7,3,0.56,0,0.00,12,8,11,5,4,2,2,3,273,18,111,125,37,3,1,0.0,100.0,158,314,6,2,3,5,2,178,8,2,2,0,7,10,1,7,12.5
Neco Williams,WAL,Nott'ham Forest,DF,24-019,31,24,"2,234",1,2,6,0,2.2,1.4,57,75,82,0.04,0.08,0.09,0.06,N/a,N/a,N/a,N/a,18.2,0.24,0.03,19.7,695,75.6,10381,89.9,71.8,39.8,15,53,18,7,75,44,1.77,5,0.20,73,44,70,27,39,9,30,24,1300,139,478,459,380,36,42,40.5,42.9,527,1800,57,26,14,25,17,601,82,22,37,1,43,94,35,28,55.6
Neto,BRA,Bournemouth,GK,35-287,2,2,180,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.00,84.6,0.0,N/a,N/a,0.00,N/a,N/a,40,64.5,1183,100.0,100.0,36.4,0,2,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,70,60,70,0,0,0,0,N/a,N/a,35,99,0,0,0,0,0,28,0,0,2,0,0,3,0,0,N/a
Nick Pope,ENG,Newcastle Utd,GK,33-013,24,24,"2,160",0,0,2,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.33,70.5,29.2,50.0,N/a,0.00,N/a,N/a,484,72.5,12485,99.0,98.4,42.6,1,2,0,0,1,5,0.21,0,0.00,0,0,0,0,1,0,1,1,747,596,737,10,0,0,0,N/a,N/a,388,1475,0,0,0,0,1,263,0,2,5,0,0,19,11,1,91.7
Niclas Füllkrug,GER,West Ham,FW,32-082,14,4,589,3,2,2,0,1.9,1.9,6,9,21,0.46,0.31,0.29,0.29,N/a,N/a,N/a,N/a,38.5,0.76,0.23,10.4,84,64.6,1125,73.6,57.5,50.0,13,8,4,0,9,18,2.75,2,0.31,2,2,3,1,1,0,1,0,184,14,17,92,76,32,4,25.0,75.0,73,154,6,3,2,12,5,130,21,14,4,7,1,10,26,36,41.9
Nico O’Reilly,ENG,Manchester City,DF,20-042,7,5,456,2,0,0,0,1.2,0.4,15,13,23,0.39,0.00,0.23,0.07,N/a,N/a,N/a,N/a,33.3,0.39,0.33,16.3,275,86.5,3695,91.6,82.8,50.0,4,25,1,1,13,12,2.37,2,0.39,7,4,5,3,2,0,2,3,369,12,58,201,115,15,13,69.2,30.8,224,542,15,12,0,10,8,265,23,6,4,1,8,27,4,7,36.4
Nicolas Jackson,SEN,Chelsea,FW,23-316,28,26,"2,114",10,5,7,0,12.2,4.3,46,37,125,0.43,0.21,0.52,0.18,N/a,N/a,N/a,N/a,43.2,1.36,0.14,12.7,291,76.2,3909,81.9,78.0,64.3,28,22,10,1,37,68,2.90,10,0.43,19,11,8,5,13,2,11,3,658,19,46,272,349,137,59,30.5,50.8,401,1293,46,24,30,65,39,490,125,32,29,19,3,44,18,35,34.0
Nicolás Domínguez,ARG,Nott'ham Forest,"MF,FW",26-308,30,19,"1,669",0,1,8,0,1.4,1.3,12,66,26,0.00,0.05,0.08,0.07,N/a,N/a,N/a,N/a,38.9,0.38,0.00,19.0,708,87.0,10227,91.7,89.8,58.3,13,71,9,1,66,32,1.73,0,0.00,75,40,64,35,34,11,23,27,1048,69,268,542,247,25,8,37.5,37.5,394,782,12,11,2,18,9,571,26,29,15,1,5,102,21,19,52.5
Nicolás González,ESP,Manchester City,MF,23-119,8,8,647,0,0,3,0,0.3,0.1,5,46,10,0.00,0.00,0.04,0.01,N/a,N/a,N/a,N/a,0.0,0.00,0.00,19.3,520,92.9,7739,95.9,92.7,71.4,1,48,4,0,46,15,2.08,3,0.42,15,6,11,5,9,0,9,4,635,13,98,397,143,7,6,16.7,50.0,386,615,5,9,1,7,10,484,10,11,4,0,0,31,15,11,57.7
Nikola Milenković,SRB,Nott'ham Forest,DF,27-202,33,33,"2,970",4,2,4,0,3.6,0.8,3,49,6,0.12,0.06,0.11,0.03,N/a,N/a,N/a,N/a,26.9,0.21,0.15,12.1,730,80.8,14593,86.9,86.8,60.5,7,48,2,0,49,18,0.55,3,0.09,43,26,27,6,39,23,16,24,1228,231,672,479,81,58,1,100.0,0.0,471,955,3,3,2,2,2,618,6,17,4,1,0,74,92,36,71.9
Noni Madueke,ENG,Chelsea,FW,23-053,28,23,"1,723",7,3,3,0,8.2,3.9,133,63,208,0.37,0.16,0.43,0.20,N/a,N/a,N/a,N/a,41.1,1.57,0.10,14.6,452,77.5,6706,86.5,76.1,56.4,28,12,33,8,63,72,3.76,8,0.42,22,15,33,20,14,0,14,8,837,18,83,237,531,163,84,42.9,46.4,562,2970,133,43,80,41,24,646,208,20,24,4,58,67,10,15,40.0
Noussair Mazraoui,MAR,Manchester Utd,DF,27-169,34,31,"2,639",0,1,2,0,0.7,1.3,37,102,51,0.00,0.03,0.02,0.05,N/a,N/a,N/a,N/a,23.1,0.10,0.00,20.6,1409,85.5,21053,91.3,89.1,54.3,18,118,18,5,102,50,1.71,1,0.03,102,60,85,34,33,8,25,34,1976,158,779,903,318,27,47,55.3,36.2,1086,2680,37,29,3,23,16,1190,51,37,22,3,20,141,47,28,62.7
Nélson Semedo,POR,Wolves,DF,31-167,30,29,"2,576",0,4,7,0,0.8,2.7,61,70,107,0.00,0.14,0.03,0.09,N/a,N/a,N/a,N/a,40.0,0.21,0.00,24.2,962,80.1,14666,91.1,82.8,47.0,21,63,25,11,70,51,1.78,6,0.21,55,31,49,21,27,10,17,22,1522,113,433,695,412,23,62,45.2,41.9,780,2309,61,36,9,37,19,873,107,43,27,3,57,116,27,40,40.3
Odsonne Édouard,FRA,Crystal Palace,"MF,FW",27-106,2,1,115,0,0,0,0,0.4,0.0,2,4,7,0.00,0.00,0.31,0.04,N/a,N/a,N/a,N/a,20.0,0.78,0.00,20.9,17,60.7,230,68.8,57.1,100.0,1,2,0,0,4,1,0.78,0,0.00,1,0,2,2,1,0,1,0,45,1,4,23,18,8,1,0.0,100.0,23,50,2,1,2,4,1,26,7,4,0,2,1,5,1,4,20.0
Ola Aina,NGA,Nott'ham Forest,DF,28-206,31,31,"2,643",2,1,2,0,0.6,1.0,56,95,55,0.07,0.03,0.02,0.03,N/a,N/a,N/a,N/a,22.2,0.07,0.22,24.8,866,73.2,13394,88.2,73.3,36.5,13,78,18,8,95,55,1.87,3,0.10,55,41,62,26,32,12,20,31,1509,143,555,627,353,21,65,46.2,36.9,655,2437,56,37,10,40,22,718,55,21,33,2,46,166,12,18,40.0
Oleksandr Zinchenko,UKR,Arsenal,"DF,MF",28-138,12,4,450,0,1,1,0,0.3,0.1,10,35,12,0.00,0.20,0.05,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,18.0,302,83.0,4814,92.4,86.0,45.2,2,24,7,1,35,15,3.00,2,0.40,4,1,7,5,5,0,5,4,396,13,74,200,123,18,3,66.7,0.0,227,492,10,5,3,3,4,277,12,8,3,1,10,16,11,11,50.0
Oliver Scarles,ENG,West Ham,DF,19-141,14,6,594,0,0,1,0,0.1,0.0,11,21,39,0.00,0.00,0.02,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,20.2,260,78.1,3880,88.7,83.5,29.4,1,9,5,1,21,5,0.76,0,0.00,17,11,21,8,14,2,12,10,420,27,140,166,118,7,6,16.7,83.3,190,445,11,9,1,10,3,243,39,4,3,1,13,33,5,5,50.0
Oliver Skipp,ENG,Leicester City,MF,24-228,20,7,907,0,0,7,0,0.2,0.3,15,29,18,0.00,0.00,0.02,0.03,N/a,N/a,N/a,N/a,25.0,0.10,0.00,21.0,352,84.6,5339,87.8,93.1,62.1,9,28,4,0,29,14,1.39,0,0.00,17,4,14,6,15,3,12,9,503,23,111,316,80,7,11,54.5,45.5,295,576,15,7,3,11,5,350,18,17,13,0,4,37,10,5,66.7
Ollie Watkins,ENG,Aston Villa,FW,29-123,34,27,"2,263",15,7,2,0,14.5,2.9,50,28,143,0.60,0.28,0.58,0.12,N/a,N/a,N/a,N/a,42.1,1.27,0.17,12.2,277,73.7,3489,78.8,81.1,75.0,22,11,11,0,28,50,1.99,11,0.44,9,6,11,8,11,3,8,7,620,17,46,223,360,153,38,23.7,65.8,363,1022,50,21,35,51,44,486,143,27,29,12,7,39,46,61,43.0
Omar Marmoush,EGY,Manchester City,"FW,MF",26-084,12,11,916,6,0,0,0,4.7,1.7,20,26,63,0.59,0.00,0.46,0.17,N/a,N/a,N/a,N/a,44.4,1.57,0.17,18.1,192,78.4,2647,84.6,79.7,50.0,13,8,22,4,26,33,3.24,1,0.10,11,6,14,7,14,1,13,5,389,2,27,114,253,52,35,40.0,48.6,249,730,20,14,11,34,13,282,63,13,17,9,25,29,5,8,38.5
Omari Hutchinson,ENG,Ipswich Town,"MF,FW",21-184,27,26,"2,223",3,2,5,0,2.3,2.5,71,69,131,0.12,0.08,0.09,0.10,N/a,N/a,N/a,N/a,44.4,0.65,0.08,20.8,581,78.3,9129,88.2,84.6,52.7,23,43,20,9,69,64,2.59,6,0.24,30,11,45,32,24,1,23,10,1061,12,168,450,463,74,114,39.5,47.4,645,2288,71,35,30,68,55,748,131,28,36,4,56,90,6,22,21.4
Orel Mangala,BEL,Everton,MF,27-045,19,14,"1,261",1,0,2,0,1.1,0.6,6,34,19,0.07,0.00,0.08,0.05,N/a,N/a,N/a,N/a,37.5,0.43,0.06,22.1,437,89.2,6998,90.5,94.9,76.7,8,50,8,1,34,24,1.72,1,0.07,16,8,8,3,8,3,5,21,621,22,133,335,157,13,24,58.3,37.5,298,576,6,6,3,12,12,406,19,24,17,2,6,49,6,8,42.9
Pablo Sarabia,ESP,Wolves,"MF,FW",32-356,20,6,690,3,2,3,0,2.9,1.6,12,48,51,0.39,0.26,0.38,0.21,N/a,N/a,N/a,N/a,47.1,1.04,0.18,18.9,247,69.4,4248,86.2,76.6,50.0,13,33,17,2,48,25,3.26,4,0.52,14,7,14,5,8,0,8,4,444,4,52,215,180,23,12,50.0,33.3,259,582,12,13,0,16,11,307,51,14,14,5,39,29,4,12,25.0
Pape Matar Sarr,SEN,Tottenham,MF,22-230,32,18,"1,636",3,2,6,0,3.3,1.5,29,79,50,0.17,0.11,0.18,0.08,N/a,N/a,N/a,N/a,41.9,0.72,0.10,21.7,824,87.3,12681,91.4,90.4,72.9,14,82,10,2,79,40,2.20,6,0.33,42,30,23,12,23,9,14,24,1134,35,238,635,279,26,25,44.0,48.0,724,1760,29,31,5,26,21,812,50,28,31,2,14,105,24,36,40.0
Patrick Dorgu,DEN,Manchester Utd,DF,20-188,8,7,585,0,0,3,1,0.4,0.4,25,21,53,0.00,0.00,0.06,0.07,N/a,N/a,N/a,N/a,22.2,0.31,0.00,16.2,261,79.6,3523,88.6,73.3,37.5,7,15,6,2,21,13,2.00,1,0.15,23,17,17,5,8,0,8,4,410,13,117,135,160,23,9,33.3,33.3,231,793,25,13,4,10,8,260,53,13,19,3,28,26,11,5,68.8
Patson Daka,ZAM,Leicester City,"FW,MF",26-205,20,5,647,1,0,0,0,1.3,0.1,9,8,33,0.14,0.00,0.17,0.01,N/a,N/a,N/a,N/a,26.7,0.56,0.07,14.8,100,71.9,1396,80.3,72.1,100.0,1,6,1,0,8,10,1.39,1,0.14,17,9,17,10,7,1,6,1,234,8,38,108,92,27,15,13.3,66.7,132,280,9,6,4,18,10,156,33,11,16,3,3,17,10,27,27.0
Pau Torres,ESP,Aston Villa,DF,28-106,20,20,"1,729",0,0,1,0,0.5,0.1,33,74,4,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,25.0,0.10,0.00,11.7,1032,88.3,17916,94.7,93.1,51.2,2,93,7,0,74,12,0.62,2,0.10,20,14,15,6,14,10,4,9,1293,209,626,595,78,15,17,88.2,11.8,803,3503,33,20,0,3,3,923,4,6,7,0,1,53,16,22,42.1
Paul Onuachu,NGA,Southampton,FW,30-339,23,11,984,4,1,4,0,3.3,0.5,7,12,39,0.37,0.09,0.30,0.04,N/a,N/a,N/a,N/a,43.8,1.28,0.13,10.4,151,61.4,2135,63.8,61.3,63.2,8,13,2,0,12,9,0.82,1,0.09,7,2,7,4,6,1,5,1,410,15,41,220,152,60,25,28.0,56.0,198,237,7,5,2,46,33,336,39,26,15,9,0,17,88,54,62.0
Pedro Neto,POR,Chelsea,FW,25-054,31,20,"1,923",4,4,8,0,2.8,5.4,110,56,220,0.19,0.19,0.13,0.25,N/a,N/a,N/a,N/a,31.4,0.75,0.08,18.9,618,78.5,10072,92.8,81.3,47.8,42,28,33,21,56,83,3.88,7,0.33,21,9,18,11,12,2,10,8,1008,11,87,295,642,102,91,31.9,44.0,655,2841,110,51,38,39,24,734,220,18,29,3,131,70,10,26,27.8
Pedro Porro,ESP,Tottenham,DF,25-231,31,26,"2,463",2,6,4,0,1.5,4.0,63,147,106,0.07,0.22,0.06,0.15,N/a,N/a,N/a,N/a,21.6,0.29,0.05,23.1,1324,73.5,23083,87.5,79.3,44.2,54,120,55,26,147,104,3.80,8,0.29,63,46,73,31,44,17,27,34,2131,124,623,772,749,30,39,33.3,61.5,1132,2677,63,40,5,23,17,1229,106,24,30,1,191,148,11,22,33.3
Pervis Estupiñán,ECU,Brighton,DF,27-101,27,23,"2,132",1,1,5,0,0.9,2.1,55,115,104,0.04,0.04,0.04,0.09,N/a,N/a,N/a,N/a,31.8,0.30,0.05,25.1,1205,83.3,18325,93.5,83.2,50.0,24,94,31,18,115,50,2.11,4,0.17,54,36,44,15,16,2,14,30,1702,68,424,843,452,29,29,51.7,44.8,914,2355,55,53,9,30,25,1035,104,33,16,3,111,135,41,26,61.2
Phil Foden,ENG,Manchester City,"MF,FW",24-339,25,19,"1,686",7,2,2,0,5.1,4.7,47,95,119,0.37,0.11,0.27,0.25,N/a,N/a,N/a,N/a,30.8,0.85,0.13,18.5,742,84.0,11563,90.6,89.2,59.6,42,40,35,5,95,84,4.48,9,0.48,12,5,17,10,12,1,11,9,1074,13,81,374,628,79,39,33.3,53.8,676,1674,47,30,15,35,30,840,119,5,31,3,73,58,3,8,27.3
Philip Billing,DEN,Bournemouth,MF,28-325,10,1,184,0,0,1,0,0.6,1.1,3,15,13,0.00,0.00,0.28,0.54,N/a,N/a,N/a,N/a,20.0,0.49,0.00,17.9,70,68.6,1023,84.3,70.4,26.7,9,9,7,2,15,16,7.83,0,0.00,14,5,4,1,3,0,3,5,148,5,20,72,57,12,3,33.3,0.0,58,163,3,1,1,7,4,75,13,3,2,0,10,14,6,4,60.0
Radu Drăgușin,ROU,Tottenham,DF,23-088,16,14,"1,252",0,0,1,0,0.1,0.4,7,37,2,0.00,0.00,0.01,0.03,N/a,N/a,N/a,N/a,20.0,0.07,0.00,12.7,716,85.2,13638,91.0,93.0,43.9,4,52,2,1,37,8,0.58,1,0.07,10,6,12,6,22,16,6,15,961,148,510,430,30,12,2,0.0,0.0,623,1666,7,3,0,8,2,669,2,6,10,0,1,48,33,22,60.0
Raheem Sterling,ENG,Arsenal,"FW,MF",30-145,15,6,432,0,2,1,0,1.3,0.5,25,17,71,0.00,0.42,0.27,0.10,N/a,N/a,N/a,N/a,0.0,0.00,0.00,15.0,138,77.1,1762,86.7,74.5,66.7,8,4,9,2,17,18,3.75,3,0.62,8,4,8,4,3,0,3,1,241,2,8,51,185,35,23,39.1,34.8,172,681,25,9,15,11,14,183,71,12,3,4,14,13,1,3,25.0
Ramón Sosa,PAR,Nott'ham Forest,"FW,MF",25-244,18,1,270,1,0,1,0,1.0,0.5,12,5,15,0.33,0.00,0.34,0.16,N/a,N/a,N/a,N/a,45.5,1.67,0.09,18.6,63,67.7,976,68.9,67.6,71.4,8,2,5,3,5,14,4.63,0,0.00,5,3,4,3,7,0,7,3,142,5,33,43,72,15,11,72.7,27.3,70,329,12,7,5,6,5,76,15,6,8,3,8,21,4,7,36.4
Rasmus Højlund,DEN,Manchester Utd,FW,22-087,29,20,"1,744",4,0,2,0,3.8,1.3,26,16,83,0.21,0.00,0.20,0.06,N/a,N/a,N/a,N/a,40.0,0.52,0.16,12.8,224,76.7,2426,82.9,71.7,80.0,14,12,5,1,16,30,1.55,1,0.05,3,1,4,4,5,0,5,1,447,6,31,223,201,58,29,31.0,62.1,275,625,26,13,16,57,27,352,83,15,26,11,6,30,23,82,21.9
Rayan Aït-Nouri,ALG,Wolves,DF,23-330,33,33,"2,775",4,7,7,1,2.4,4.7,74,96,156,0.13,0.23,0.08,0.15,N/a,N/a,N/a,N/a,25.0,0.26,0.13,15.1,1280,83.8,17642,93.3,86.4,41.1,36,66,27,9,96,75,2.43,12,0.39,81,51,66,25,40,6,34,22,1898,85,519,810,592,82,112,48.2,39.3,980,2762,74,53,23,40,41,1155,156,28,38,5,83,131,20,28,41.7
Raúl Jiménez,MEX,Fulham,FW,33-362,34,26,"2,134",10,3,4,0,11.2,2.9,32,55,117,0.42,0.13,0.47,0.12,N/a,N/a,N/a,N/a,32.5,1.14,0.08,14.3,409,71.4,6193,81.2,74.5,61.2,17,34,10,3,55,54,2.28,6,0.25,28,18,18,12,19,5,14,9,884,30,106,377,414,148,45,40.0,53.3,496,982,32,20,17,61,41,652,117,35,36,14,20,70,72,83,46.5
Reece James,ENG,Chelsea,"DF,MF",25-145,15,10,835,1,0,1,0,0.3,0.5,6,51,9,0.11,0.00,0.03,0.06,N/a,N/a,N/a,N/a,37.5,0.32,0.13,23.2,572,84.5,10299,94.3,88.9,51.5,10,72,5,1,51,15,1.62,1,0.11,9,9,9,6,12,4,8,12,759,32,213,423,128,4,16,37.5,37.5,397,728,6,4,0,6,5,480,9,6,10,0,38,53,21,6,77.8
Reiss Nelson,ENG,Fulham,FW,25-143,11,5,487,1,1,1,0,1.1,1.0,45,35,63,0.18,0.18,0.20,0.18,N/a,N/a,N/a,N/a,50.0,1.11,0.08,15.4,232,86.6,3429,92.5,84.6,63.2,13,7,15,3,35,31,5.73,1,0.18,8,6,13,8,11,0,11,5,347,5,30,110,212,35,35,37.1,37.1,259,960,45,25,21,14,8,274,63,6,9,1,23,29,0,4,0.0
Renato Veiga,POR,Chelsea,"DF,MF",21-277,7,1,181,0,0,2,0,0.1,0.0,4,7,3,0.00,0.00,0.07,0.00,N/a,N/a,N/a,N/a,33.3,0.50,0.00,17.1,118,84.9,2171,88.2,90.2,61.9,0,6,1,0,7,1,0.49,0,0.00,9,6,12,8,3,1,2,1,167,2,61,82,27,3,5,60.0,40.0,85,144,4,5,1,1,0,110,3,6,1,1,0,9,3,3,50.0
Ricardo Pereira,POR,Leicester City,DF,31-208,8,4,342,0,0,1,0,0.1,0.0,3,14,5,0.00,0.00,0.02,0.00,N/a,N/a,N/a,N/a,50.0,0.26,0.00,17.0,178,82.4,2899,86.7,83.7,85.7,0,18,0,0,14,3,0.79,0,0.00,11,6,12,6,6,2,4,2,255,14,78,141,37,5,8,62.5,25.0,132,147,3,3,2,2,0,143,5,4,6,0,3,16,4,2,66.7
Riccardo Calafiori,ITA,Arsenal,DF,22-348,17,11,925,2,1,4,0,0.9,0.3,21,54,29,0.19,0.10,0.08,0.03,N/a,N/a,N/a,N/a,60.0,0.58,0.20,14.1,449,85.4,6549,91.6,85.7,67.9,6,40,9,1,54,13,1.26,2,0.19,26,18,29,11,12,6,6,9,628,30,161,249,222,29,13,69.2,23.1,291,839,21,12,3,11,5,377,29,16,6,3,11,30,22,13,62.9
Richarlison,BRA,Tottenham,FW,27-357,12,3,408,4,1,2,0,3.6,0.9,8,10,19,0.88,0.22,0.78,0.20,N/a,N/a,N/a,N/a,46.7,1.54,0.27,8.4,56,65.1,869,76.3,58.6,75.0,4,7,4,2,10,8,1.76,1,0.22,4,3,1,1,1,1,0,0,144,8,19,68,58,26,13,7.7,84.6,72,142,8,8,3,7,7,101,19,6,9,1,7,8,8,17,32.0
Rico Lewis,ENG,Manchester City,"DF,MF",20-162,26,20,"1,810",1,2,5,1,1.4,0.3,36,103,68,0.05,0.10,0.07,0.02,N/a,N/a,N/a,N/a,20.0,0.10,0.10,15.8,1139,92.0,16444,94.8,94.2,68.3,7,92,13,0,103,31,1.54,3,0.15,29,19,21,8,27,7,20,13,1399,51,286,702,426,42,21,42.9,52.4,815,2032,36,38,8,19,19,1002,68,10,33,0,3,93,5,13,27.8
Robert Sánchez,ESP,Chelsea,GK,27-165,28,28,"2,520",0,0,5,0,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,1.11,76.7,28.6,20.0,N/a,0.00,N/a,N/a,790,72.1,18908,99.5,96.3,38.9,2,24,1,0,1,7,0.25,2,0.07,0,0,1,1,0,0,0,2,1163,856,1152,11,0,0,0,N/a,N/a,777,2394,0,0,0,0,0,724,0,2,4,0,0,41,8,0,100.0
Robin Olsen,SWE,Aston Villa,GK,35-114,3,1,180,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,2.00,55.6,100.0,N/a,N/a,0.00,N/a,N/a,54,71.1,1466,100.0,100.0,37.1,0,2,0,0,0,2,1.00,1,0.50,1,0,1,0,0,0,0,0,83,73,82,1,0,0,0,N/a,N/a,44,109,0,0,0,0,0,41,0,0,0,0,0,2,0,0,N/a
Rodrigo Bentancur,URU,Tottenham,MF,27-311,23,19,"1,518",2,0,7,0,1.3,0.4,26,99,34,0.12,0.00,0.08,0.03,N/a,N/a,N/a,N/a,22.7,0.30,0.09,17.4,916,88.1,14862,91.1,92.7,75.4,10,107,12,2,99,45,2.67,3,0.18,38,20,39,20,24,8,16,36,1252,70,299,747,215,24,18,44.4,44.4,739,1446,26,23,5,18,19,826,34,31,10,1,4,111,35,27,56.5
Rodrigo Gomes,POR,Wolves,"DF,FW",21-299,21,6,647,2,0,0,0,0.6,0.9,22,24,64,0.28,0.00,0.08,0.13,N/a,N/a,N/a,N/a,50.0,0.42,0.33,17.3,166,66.7,2438,78.0,69.4,26.1,12,10,12,4,24,21,2.93,0,0.00,19,12,17,8,8,1,7,5,337,22,81,115,148,26,14,35.7,42.9,173,740,22,16,7,15,7,197,64,2,5,0,19,24,6,15,28.6
Rodrigo Muniz,BRA,Fulham,FW,23-363,31,8,964,8,1,1,0,5.8,0.7,6,27,31,0.75,0.09,0.54,0.07,N/a,N/a,N/a,N/a,48.7,1.77,0.21,12.0,92,64.8,1540,67.6,68.9,84.6,7,13,3,0,27,17,1.59,2,0.19,10,5,4,0,9,2,7,5,311,14,27,161,127,55,18,33.3,50.0,157,187,6,4,3,47,24,237,31,11,31,3,1,14,67,63,51.5
Roméo Lavia,BEL,Chelsea,MF,21-116,12,9,607,0,1,4,0,0.2,0.7,3,23,6,0.00,0.15,0.03,0.11,N/a,N/a,N/a,N/a,0.0,0.00,0.00,16.0,302,91.0,5086,90.4,94.6,80.0,7,39,3,0,23,13,1.93,2,0.30,19,11,16,8,6,0,6,13,387,13,91,242,58,1,13,61.5,38.5,230,466,3,8,0,1,7,277,6,12,3,0,0,30,10,2,83.3
Ross Barkley,ENG,Aston Villa,MF,31-148,17,3,563,3,1,3,0,1.7,0.6,14,33,9,0.48,0.16,0.27,0.10,N/a,N/a,N/a,N/a,33.3,0.80,0.20,14.0,322,86.1,5027,88.4,91.9,68.4,9,29,6,0,33,17,2.72,3,0.48,13,3,13,4,9,3,6,10,438,16,69,260,115,18,10,80.0,20.0,259,643,14,13,2,6,8,308,9,8,3,0,1,40,6,4,60.0
Ross Stewart,SCO,Southampton,FW,28-295,8,2,241,0,0,1,0,0.2,0.0,1,1,6,0.00,0.00,0.07,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,12.4,47,75.8,667,79.3,87.5,0.0,0,1,1,0,1,2,0.75,0,0.00,3,2,6,4,3,0,3,0,90,7,21,35,34,5,2,50.0,50.0,46,61,1,0,1,5,7,67,6,6,5,1,0,2,7,13,35.0
